#
# netstat -n -r -a -l
#
Routing tables

Internet:
Destination        Gateway            Flags        Refs      Use    Mtu   Netif Expire
204.154.111.77     172.31.98.1        UGHWIi          1       27   1500     en0
204.154.111.224    172.31.98.1        UGHWIi          1       30   1500     en0
205.180.87.204     172.31.98.1        UGHWIi          1       23   1500     en0
207.38.110.30      172.31.98.1        UGHWIi          1       45   1500     en0
207.38.110.62      172.31.98.1        UGHWIi          1       81   1500     en0
207.38.110.94      172.31.98.1        UGHWIi          1       29   1500     en0
207.38.110.158     172.31.98.1        UGHWIi          1       44   1500     en0
207.198.110.40     172.31.98.1        UGHWIi          1       20   1500     en0
207.241.225.95     172.31.98.1        UGHWIi          1       27   1500     en0
207.241.225.186    172.31.98.1        UGHWIi          1      397   1500     en0
208.101.10.230     172.31.98.1        UGHWIi          1       49   1500     en0
208.101.10.254     172.31.98.1        UGHWIi          1       34   1500     en0
209.15.34.89       172.31.98.1        UGHWIi          1       70   1500     en0
216.39.55.12       172.31.98.1        UGHWIi          1       72   1500     en0
216.39.55.13       172.31.98.1        UGHWIi          1       76   1500     en0
216.58.192.2       172.31.98.1        UGHWIi          1      134   1500     en0
216.58.192.14      172.31.98.1        UGHWIi          1      298   1500     en0
216.58.193.194     172.31.98.1        UGHWIi          1       30   1500     en0
216.58.194.161     172.31.98.1        UGHWIi          1       45   1500     en0
216.58.194.162     172.31.98.1        UGHWIi          1      498   1500     en0
216.58.194.163     172.31.98.1        UGHWIi          1       28   1500     en0
216.58.194.164     172.31.98.1        UGHWIi          1       59   1500     en0
216.58.194.168     172.31.98.1        UGHWIi          1       24   1500     en0
216.58.194.170     172.31.98.1        UGHWIi          1      331   1500     en0
216.58.194.194     172.31.98.1        UGHWIi          1      436   1500     en0
216.58.194.196     172.31.98.1        UGHWIi          1      229   1500     en0
216.58.194.198     172.31.98.1        UGHWIi          1       43   1500     en0
216.58.194.200     172.31.98.1        UGHWIi          1      101   1500     en0
216.58.195.65      172.31.98.1        UGHWIi          1       23   1500     en0
216.58.195.66      172.31.98.1        UGHWIi          1      212   1500     en0
216.58.195.67      172.31.98.1        UGHWIi          1      329   1500     en0
216.58.195.68      172.31.98.1        UGHWIi          1      444   1500     en0
216.58.195.70      172.31.98.1        UGHWIi          1      251   1500     en0
216.58.195.72      172.31.98.1        UGHWIi          1      270   1500     en0
216.58.195.74      172.31.98.1        UGHWIi          1      423   1500     en0
216.58.195.78      172.31.98.1        UGHWIi          1    10921   1500     en0
216.58.195.226     172.31.98.1        UGHWIi          1       59   1500     en0
216.58.195.234     172.31.98.1        UGHWIi          1       28   1500     en0
216.58.216.166     172.31.98.1        UGHWIi          1       68   1500     en0
216.115.100.123    172.31.98.1        UGHWIi          1      233   1500     en0
216.115.100.124    172.31.98.1        UGHWIi          1      815   1500     en0
216.137.36.222     172.31.98.1        UGHWIi          1       86   1500     en0
216.137.36.232     172.31.98.1        UGHWIi          1       36   1500     en0
224.0.0/4          link#4             UmCS            2        0   1500     en0
224.0.0.251        1:0:5e:0:0:fb      UHmLWI          1        0   1500     en0
255.255.255.255/32 link#4             UCS             1        0   1500     en0

Internet6:
Destination                             Gateway                         Flags        Refs      Use    Mtu    Netif Expire
default                                 fe80::%utun1                    UGcI            1        0   2000    utun1
::1                                     ::1                             UHL             2      130  16384      lo0
fe80::%lo0/64                           fe80::1%lo0                     UcI             2        0  16384      lo0
fe80::1%lo0                             link#1                          UHLI            1        0  16384      lo0
fe80::%en0/64                           link#4                          UCI             2        0   1500      en0
fe80::c1f:c12d:3562:aa41%en0            5c:f9:38:8d:b7:20               UHLI            2        0  16384      lo0
fe80::%utun1/64                         fe80::e50d:8437:ee04:7c67%utun1 UcI             3        0   2000    utun1
fe80::e50d:8437:ee04:7c67%utun1         link#11                         UHLI            1        0  16384      lo0
ff01::%lo0/32                           ::1                             UmCI            1        0  16384      lo0
ff01::%en0/32                           link#4                          UmCI            1        0   1500      en0
ff01::%awdl0/32                         link#9                          UmCI            1        0   1484    awdl0
ff01::%utun1/32                         fe80::e50d:8437:ee04:7c67%utun1 UmCI            1        0   2000    utun1
ff02::%lo0/32                           ::1                             UmCI            1        0  16384      lo0
ff02::%en0/32                           link#4                          UmCI            1        0   1500      en0
ff02::%awdl0/32                         link#9                          UmCI            1        0   1484    awdl0
ff02::%utun1/32                         fe80::e50d:8437:ee04:7c67%utun1 UmCI            1        0   2000    utun1
#
# netstat -A -a -l -n -v
#
Active Internet connections (including servers)
Socket           Flowhash Proto Recv-Q Send-Q  Local Address      Foreign Address    (state)     rhiwat shiwat    pid   epid
3dbc2e9481e9ad3f 59f34f30 tcp4       0      0  172.31.98.116.5575 54.175.108.225.443 ESTABLISHED 131072 131768   4286      0
3dbc2e9478ad9d3f  95f4e36 tcp4       0      0  172.31.98.116.5575 52.87.141.251.443  ESTABLISHED 131072 131768   4286      0
3dbc2e9481e9a447 c422b4a8 tcp4       0      0  172.31.98.116.5504 52.72.82.203.443   ESTABLISHED 166618 131072   4286      0
3dbc2e9481e30f2f c3bf9058 tcp4       0      0  172.31.98.116.5377 17.249.28.13.5223  ESTABLISHED 131072 131768     66      0
3dbc2e9473516f2f fce03443 tcp4       0      0  172.31.98.116.5681 17.250.121.8.443   TIME_WAIT   131072 131768  15467      0
3dbc2e9479cbfa87  88f322a udp4       0      0  *.58048            *.*                            196724   9216  11067      0
3dbc2e9479ca38c7 27792a54 udp4       0      0  *.52029            *.*                            196724   9216     23      0
3dbc2e9479ca4967        0 udp6       0      0  *.56486                                       *.*                                                       131072 131072   4289      0
3dbc2e9479c9e5a7        0 udp4       0      0  *.56485            *.*                            131072 131072   4289      0
3dbc2e946c6b6527 f50bd7ba udp4       0      0  172.31.98.116.123  *.*                            196724   9216    348      0
3dbc2e9479cbc3e7        0 udp6       0      0  *.50933                                       *.*                                                       196724   9216    123      0
3dbc2e9479cbb807 867ff120 udp4       0      0  *.50933            *.*                            196724   9216    123      0
3dbc2e9479cc1707        0 udp6       0      0  fe80::c1f:c12d:3562:aa41%en0.123              *.*                                                       196724   9216    348      0
3dbc2e9479cc1bc7        0 udp4       0      0  *.*                *.*                            196724   9216    399      0
3dbc2e9479cbe2c7        0 udp4       0      0  *.*                *.*                            196724   9216    591      0
3dbc2e9479cbd947        0 udp4       0      0  *.*                *.*                            196724   9216     87      0
3dbc2e9479cbf5c7        0 udp4       0      0  *.*                *.*                            196724   9216     87      0
3dbc2e9479cc08c7        0 udp4       0      0  *.*                *.*                            196724   9216    663      0
3dbc2e9479cbd487        0 udp4       0      0  *.*                *.*                            196724   9216    696      0
3dbc2e9479cbdba7        0 udp4       0      0  *.*                *.*                            196724   9216    696      0
3dbc2e9479cbcb07        0 udp4       0      0  *.*                *.*                            196724   9216    621      0
3dbc2e9479cbe527        0 udp4       0      0  *.*                *.*                            196724   9216    591      0
3dbc2e9479cbf107 b0f0fd18 udp4       0      0  *.50126            *.*                            196724   9216    591      0
3dbc2e9479cbeea7        0 udp4       0      0  *.*                *.*                            196724   9216    591      0
3dbc2e9479cbe9e7        0 udp4       0      0  *.*                *.*                            196724   9216    591      0
3dbc2e946c6b48a7        0 udp4       0      0  *.*                *.*                            196724   9216     87      0
3dbc2e946c6b81a7        0 udp4       0      0  *.*                *.*                            196724   9216     72      0
3dbc2e946c6b9247        0 udp4       0      0  *.*                *.*                            196724   9216    489      0
3dbc2e946c6b3347        0 udp4       0      0  *.*                *.*                            196724   9216    489      0
3dbc2e946c6b3807        0 udp4       0      0  *.*                *.*                            196724   9216    489      0
3dbc2e946c6b9e27        0 udp4       0      0  *.*                *.*                            196724   9216    489      0
3dbc2e946c6b3f27        0 udp4       0      0  *.*                *.*                            196724   9216    489      0
3dbc2e9479cbc8a7        0 udp4       0      0  *.*                *.*                            196724   9216    438      0
3dbc2e9479cbf827        0 udp4       0      0  *.*                *.*                            196724   9216    422      0
3dbc2e9479ca1527        0 udp4       0      0  *.123              *.*                            196724   9216    348      0
3dbc2e9479ca19e7        0 udp6       0      0  *.123                                         *.*                                                       196724   9216    348      0
3dbc2e946c6b56e7        0 udp4       0      0  *.*                *.*                            196724   9216    172      0
3dbc2e9479ca0ba7        0 udp4       0      0  *.*                *.*                            196724   9216     76      0
3dbc2e9479cbe787        0 udp4       0      0  *.*                *.*                            196724   9216    261      0
3dbc2e946c6b35a7        0 udp4       0      0  *.*                *.*                            196724   9216    261      0
3dbc2e9479ca2827        0 udp4       0      0  *.*                *.*                            196724   9216     44      0
3dbc2e9479ca1c47        0 udp4       0      0  *.*                *.*                            196724   9216     44      0
