#
# netstat -n -r -a -l
#
Routing tables

Internet:
Destination        Gateway            Flags        Refs      Use    Mtu   Netif Expire
3dbc2e946c6b94a7        0 udp4       0      0  *.*                *.*                            196724   9216     33      0
3dbc2e946c6b75c7        0 udp4       0      0  *.*                *.*                            196724   9216     33      0
3dbc2e946c6b8667        0 udp46      0      0  *.*                *.*                            196724   9216     44      0
3dbc2e946c6b69e7 f9816ec9 udp6       0      0  *.5353                                        *.*                                                       196724   9216    123      0
3dbc2e946c6b6787 2fb8ba8d udp4       0      0  *.5353             *.*                            196724   9216    123      0
3dbc2e946c6b62c7        0 udp4       0      0  *.*                *.*                            196724   9216     87      0
3dbc2e946c6b5e07 cbe8a573 udp4       0      0  *.137              *.*                            196724   9216   4299      0
3dbc2e946c6b5ba7        0 udp4       0      0  *.138              *.*                            196724   9216   4299      0
3dbc2e946cc65e07 a450fe2e icm6       0      0  *.*                                           *.*                                                         8192   8192     33      0
Active LOCAL (UNIX) domain sockets
Address          Type   Recv-Q Send-Q            Inode             Conn             Refs          Nextref Addr
3dbc2e94737c253f stream      0      0                0 3dbc2e94737c3287                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s20
3dbc2e94737c3287 stream      0      0                0 3dbc2e94737c253f                0                0
3dbc2e94737c1347 stream      0      0                0 3dbc2e94737c14d7                0                0 /var/run/mDNSResponder
3dbc2e94737c14d7 stream      0      0                0 3dbc2e94737c1347                0                0
3dbc2e94737c172f stream      0      0                0 3dbc2e94737c159f                0                0 /var/run/mDNSResponder
3dbc2e94737c159f stream      0      0                0 3dbc2e94737c172f                0                0
3dbc2e94737c140f stream      0      0                0 3dbc2e94737c17f7                0                0 /var/run/mDNSResponder
3dbc2e94737c17f7 stream      0      0                0 3dbc2e94737c140f                0                0
3dbc2e94737c1667 stream      0      0                0                0                0                0
3dbc2e94737c4227 stream      0      0                0 3dbc2e94737c415f                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000003.00000948
3dbc2e94737c415f stream      0      0                0 3dbc2e94737c4227                0                0
3dbc2e94737c3fcf stream      0      0                0 3dbc2e94737c3f07                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000003.00000948
3dbc2e94737c3f07 stream      0      0                0 3dbc2e94737c3fcf                0                0
3dbc2e94737c3e3f stream      0      0                0 3dbc2e94737c3d77                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000003.00000948
3dbc2e94737c3d77 stream      0      0                0 3dbc2e94737c3e3f                0                0
3dbc2e94737c1987 stream      0      0                0 3dbc2e94737c1a4f                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000003.00000948
3dbc2e94737c1a4f stream      0      0                0 3dbc2e94737c1987                0                0
3dbc2e94737c1b17 stream      0      0                0 3dbc2e94737c3caf                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s51
3dbc2e94737c3caf stream      0      0                0 3dbc2e94737c1b17                0                0
3dbc2e94737c1bdf stream      0      0                0 3dbc2e94737c1ca7                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000002.000005f4
3dbc2e94737c1ca7 stream      0      0                0 3dbc2e94737c1bdf                0                0
3dbc2e94737c3be7 stream      0      0                0 3dbc2e94737c3b1f                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/@connect
3dbc2e94737c3b1f stream      0      0                0 3dbc2e94737c3be7                0                0
3dbc2e94737c1d6f stream      0      0                0 3dbc2e94737c3a57                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000002.000005f4
3dbc2e94737c3a57 stream      0      0                0 3dbc2e94737c1d6f                0                0
3dbc2e94737c398f stream      0      0                0 3dbc2e94737c1e37                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/@connect
3dbc2e94737c1e37 stream      0      0                0 3dbc2e94737c398f                0                0
3dbc2e94737c38c7 stream      0      0                0 3dbc2e94737c1eff                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000002.000005f4
3dbc2e94737c1eff stream      0      0                0 3dbc2e94737c38c7                0                0
3dbc2e94737c37ff stream      0      0                0 3dbc2e94737c1fc7                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/@connect
3dbc2e94737c1fc7 stream      0      0                0 3dbc2e94737c37ff                0                0
3dbc2e94737c3737 stream      0      0                0 3dbc2e94737c208f                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000002.000005f4
3dbc2e94737c208f stream      0      0                0 3dbc2e94737c3737                0                0
3dbc2e94737c366f stream      0      0                0 3dbc2e94737c2157                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/@connect
3dbc2e94737c2157 stream      0      0                0 3dbc2e94737c366f                0                0
3dbc2e94737c221f stream      0      0                0 3dbc2e94737c35a7                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000002.000005f4
3dbc2e94737c35a7 stream      0      0                0 3dbc2e94737c221f                0                0
3dbc2e94737c22e7 stream      0      0                0 3dbc2e94737c23af                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/@connect
3dbc2e94737c23af stream      0      0                0 3dbc2e94737c22e7                0                0
3dbc2e94737c34df stream      0      0                0 3dbc2e94737c3417                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/@connect
3dbc2e94737c3417 stream      0      0                0 3dbc2e94737c34df                0                0
3dbc2e94737c2477 stream      0      0                0 3dbc2e94737c334f                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000002.000005f4
3dbc2e94737c334f stream      0      0                0 3dbc2e94737c2477                0                0
3dbc2e94737c31bf stream      0      0                0 3dbc2e94737c30f7                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s40
3dbc2e94737c30f7 stream      0      0                0 3dbc2e94737c31bf                0                0
3dbc2e94737c302f stream      0      0 3dbc2e947288643f                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000003.000005f5
3dbc2e94737c2f67 stream      0      0 3dbc2e946c964727                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000003.00000948
3dbc2e94737c2e9f stream      0      0 3dbc2e946c9d6057                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/@connect
3dbc2e94737c2dd7 stream      0      0                0 3dbc2e94737c2d0f                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s40
3dbc2e94737c2d0f stream      0      0                0 3dbc2e94737c2dd7                0                0
3dbc2e94737c2607 stream      0      0                0 3dbc2e94737c26cf                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s50
3dbc2e94737c26cf stream      0      0                0 3dbc2e94737c2607                0                0
3dbc2e94737c2797 stream      0      0 3dbc2e946e7074b7                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000002.00000202
3dbc2e94737c285f stream      0      0                0 3dbc2e94737c2c47                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s40
3dbc2e94737c2c47 stream      0      0                0 3dbc2e94737c285f                0                0
3dbc2e94737c2b7f stream      0      0                0 3dbc2e94737c2927                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s30
3dbc2e94737c2927 stream      0      0                0 3dbc2e94737c2b7f                0                0
3dbc2e94737c29ef stream      0      0                0 3dbc2e9470529667                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s40
3dbc2e9470529667 stream      0      0                0 3dbc2e94737c29ef                0                0
3dbc2e94705294d7 stream      0      0                0 3dbc2e947a9f002f                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s40
3dbc2e947a9f002f stream      0      0                0 3dbc2e94705294d7                0                0
3dbc2e947a9f0a57 stream      0      0                0 3dbc2e946cfab59f                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s40
3dbc2e946cfab59f stream      0      0                0 3dbc2e947a9f0a57                0                0
3dbc2e9470529d6f stream      0      0 3dbc2e946c6d91cf                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s20
3dbc2e947052a157 stream      0      0 3dbc2e946d597b7f                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s60
3dbc2e947052c15f stream      0      0 3dbc2e946eccbee7                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s51
3dbc2e9470529347 stream      0      0 3dbc2e947032a98f                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s50
3dbc2e947052a08f stream      0      0 3dbc2e946f7b3917                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s30
3dbc2e947052a477 stream      0      0 3dbc2e946df8adef                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s31
3dbc2e9470529e37 stream      0      0 3dbc2e946e0f8917                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/*00000002.000005f4
3dbc2e947052a53f stream      0      0 3dbc2e947298e81f                0                0                0 /Users/archopposition/Library/Containers/com.docker.docker/Data/s40
3dbc2e947052a3af stream      0      0                0                0                0                0
3dbc2e9470529ca7 stream      0      0 3dbc2e946eb96347                0                0                0 /var/tmp/com.docker.vmnetd.socket
3dbc2e947a9f0be7 stream      0      0                0 3dbc2e947a9ef477                0                0
3dbc2e947a9ef477 stream      0      0                0 3dbc2e947a9f0be7                0                0
3dbc2e947a9ef6cf stream      0      0                0 3dbc2e947a9ee59f                0                0
3dbc2e947a9ee59f stream      0      0                0 3dbc2e947a9ef6cf                0                0
3dbc2e947a9f0f07 stream      0      0                0 3dbc2e947a9eea4f                0                0
3dbc2e947a9eea4f stream      0      0                0 3dbc2e947a9f0f07                0                0
3dbc2e947a9ef2e7 stream      0      0                0 3dbc2e947a9ef9ef                0                0
3dbc2e947a9ef9ef stream      0      0                0 3dbc2e947a9ef2e7                0                0
3dbc2e947a9ef927 stream      0      0                0 3dbc2e947a9ef797                0                0
3dbc2e947a9ef797 stream      0      0                0 3dbc2e947a9ef927                0                0
3dbc2e947a9ee40f stream      0      0                0 3dbc2e947a9eff67                0                0
3dbc2e947a9eff67 stream      0      0                0 3dbc2e947a9ee40f                0                0
3dbc2e947a9ef607 stream      0      0                0 3dbc2e9470529a4f                0                0
3dbc2e9470529a4f stream      0      0                0 3dbc2e947a9ef607                0                0
3dbc2e9470529fc7 stream      0      0                0 3dbc2e947052a2e7                0                0
3dbc2e947052a2e7 stream      0      0                0 3dbc2e9470529fc7                0                0
3dbc2e947052940f stream      0      0                0 3dbc2e947052c227                0                0
3dbc2e947052c227 stream      0      0                0 3dbc2e947052940f                0                0
3dbc2e94705297f7 stream      0      0                0 3dbc2e947052b8c7                0                0
3dbc2e947052b8c7 stream      0      0                0 3dbc2e94705297f7                0                0
3dbc2e9470529b17 stream      0      0                0 3dbc2e947052a797                0                0
3dbc2e947052a797 stream      0      0                0 3dbc2e9470529b17                0                0
3dbc2e947052972f stream      0      0                0 3dbc2e947052959f                0                0
3dbc2e947052959f stream      0      0                0 3dbc2e947052972f                0                0
3dbc2e9470529987 stream      0      0                0 3dbc2e947052b02f                0                0
3dbc2e947052b02f stream      0      0                0 3dbc2e9470529987                0                0
3dbc2e947052be3f stream      0      0                0 3dbc2e9470529eff                0                0 /var/run/mDNSResponder
3dbc2e9470529eff stream      0      0                0 3dbc2e947052be3f                0                0
3dbc2e947052bf07 stream      0      0                0 3dbc2e947052a21f                0                0 /var/run/mDNSResponder
3dbc2e947052a21f stream      0      0                0 3dbc2e947052bf07                0                0
3dbc2e946cfab987 stream      0      0                0 3dbc2e946cfae227                0                0 /var/run/mDNSResponder
3dbc2e946cfae227 stream      0      0                0 3dbc2e946cfab987                0                0
3dbc2e946cfadfcf stream      0      0                0 3dbc2e946cfab4d7                0                0
3dbc2e946cfab4d7 stream      0      0                0 3dbc2e946cfadfcf                0                0
3dbc2e946cfadb1f stream      0      0                0 3dbc2e946cfad8c7                0                0
3dbc2e946cfad8c7 stream      0      0                0 3dbc2e946cfadb1f                0                0
3dbc2e946cfab7f7 stream      0      0                0 3dbc2e946cfae15f                0                0
3dbc2e946cfae15f stream      0      0                0 3dbc2e946cfab7f7                0                0
3dbc2e946cfac477 stream      0      0                0 3dbc2e946cfabca7                0                0
3dbc2e946cfabca7 stream      0      0                0 3dbc2e946cfac477                0                0
3dbc2e946cfadcaf stream      0      0                0 3dbc2e946cfabb17                0                0
3dbc2e946cfabb17 stream      0      0                0 3dbc2e946cfadcaf                0                0
3dbc2e946cfad66f stream      0      0                0 3dbc2e946cfab347                0                0
3dbc2e946cfab347 stream      0      0                0 3dbc2e946cfad66f                0                0
3dbc2e946cfad7ff stream      0      0                0 3dbc2e946cfab72f                0                0
3dbc2e946cfab72f stream      0      0                0 3dbc2e946cfad7ff                0                0
3dbc2e946cfabbdf stream      0      0                0 3dbc2e946cfab667                0                0
3dbc2e946cfab667 stream      0      0                0 3dbc2e946cfabbdf                0                0
3dbc2e946cfac53f stream      0      0 3dbc2e946c65862f                0                0                0 /var/folders/88/_fpyxjn55kd1r0_82y82r35r0000gn/T//ssh-sQ6VfGPFGOB8/agent.1259
3dbc2e947052a6cf stream      0      0                0 3dbc2e947052a607                0                0 /var/run/mDNSResponder
3dbc2e947052a607 stream      0      0                0 3dbc2e947052a6cf                0                0
3dbc2e947052b7ff stream      0      0                0 3dbc2e947052a85f                0                0 /var/run/mDNSResponder
3dbc2e947052a85f stream      0      0                0 3dbc2e947052b7ff                0                0
3dbc2e947052b737 stream      0      0                0 3dbc2e947052a927                0                0 /var/run/mDNSResponder
3dbc2e947052a927 stream      0      0                0 3dbc2e947052b737                0                0
3dbc2e947052b66f stream      0      0                0 3dbc2e947052a9ef                0                0 /var/run/mDNSResponder
3dbc2e947052a9ef stream      0      0                0 3dbc2e947052b66f                0                0
3dbc2e947052b5a7 stream      0      0                0 3dbc2e947052aab7                0                0 /var/run/mDNSResponder
3dbc2e947052aab7 stream      0      0                0 3dbc2e947052b5a7                0                0
3dbc2e947052ab7f stream      0      0                0 3dbc2e947052ac47                0                0 /var/run/mDNSResponder
3dbc2e947052ac47 stream      0      0                0 3dbc2e947052ab7f                0                0
3dbc2e947052ad0f stream      0      0                0 3dbc2e947052b4df                0                0 /var/run/mDNSResponder
3dbc2e947052b4df stream      0      0                0 3dbc2e947052ad0f                0                0
3dbc2e947052b417 stream      0      0                0 3dbc2e947052b34f                0                0 /var/run/mDNSResponder
3dbc2e947052add7 stream      0      0                0 3dbc2e947052b287                0                0 /var/run/mDNSResponder
3dbc2e947052b287 stream      0      0                0 3dbc2e947052add7                0                0
3dbc2e947052b34f stream      0      0                0 3dbc2e947052b417                0                0
3dbc2e947052af67 stream      0      0                0 3dbc2e947052b1bf                0                0 /var/run/mDNSResponder
3dbc2e947052b1bf stream      0      0                0 3dbc2e947052af67                0                0
3dbc2e946cfade3f stream      0      0                0 3dbc2e946cfadd77                0                0 /var/run/mDNSResponder
3dbc2e946cfadd77 stream      0      0                0 3dbc2e946cfade3f                0                0
3dbc2e947a9ee72f stream      0      0                0 3dbc2e947a9ee987                0                0 /var/run/mDNSResponder
3dbc2e947a9ee987 stream      0      0                0 3dbc2e947a9ee72f                0                0
3dbc2e947a9eeb17 stream      0      0                0 3dbc2e947a9f0fcf                0                0 /var/run/mDNSResponder
3dbc2e947a9f0fcf stream      0      0                0 3dbc2e947a9eeb17                0                0
3dbc2e947a9eebdf stream      0      0                0 3dbc2e947a9eeca7                0                0
3dbc2e947a9eeca7 stream      0      0                0 3dbc2e947a9eebdf                0                0
3dbc2e947a9eed6f stream      0      0                0 3dbc2e947a9eee37                0                0
3dbc2e947a9eee37 stream      0      0                0 3dbc2e947a9eed6f                0                0
3dbc2e947a9eeeff stream      0      0                0 3dbc2e947a9eefc7                0                0
3dbc2e947a9eefc7 stream      0      0                0 3dbc2e947a9eeeff                0                0
3dbc2e947a9ef08f stream      0      0                0 3dbc2e947a9ef157                0                0
3dbc2e947a9ef157 stream      0      0                0 3dbc2e947a9ef08f                0                0
3dbc2e947a9f0d77 stream      0      0                0 3dbc2e947a9ef21f                0                0 /var/run/mDNSResponder
3dbc2e947a9ef21f stream      0      0                0 3dbc2e947a9f0d77                0                0
3dbc2e947a9f0b1f stream      0      0 3dbc2e94719a46a7                0                0                0 /private/tmp/com.apple.launchd.AM9hNyHPkL/Listeners
3dbc2e947a9f034f stream      0      0 3dbc2e94719a3ee7                0                0                0 /private/tmp/com.apple.launchd.lwwH46mJGm/Render
3dbc2e947a9f098f stream      0      0 3dbc2e947198cd6f                0                0                0 /var/tmp/filesystemui.socket
3dbc2e947a9f08c7 stream      0      0                0 3dbc2e947a9f0417                0                0 /var/run/mDNSResponder
3dbc2e947a9f0417 stream      0      0                0 3dbc2e947a9f08c7                0                0
3dbc2e947a9f0737 stream      0      0                0 3dbc2e947a9f07ff                0                0 /var/run/mDNSResponder
3dbc2e947a9f07ff stream      0      0                0 3dbc2e947a9f0737                0                0
3dbc2e946cfabfc7 stream      0      0 3dbc2e946f52f347                0                0                0 /var/run/.sim_diagnosticd_socket
3dbc2e946cfabe37 stream      0      0                0 3dbc2e946cfabeff                0                0
3dbc2e946cfabeff stream      0      0                0 3dbc2e946cfabe37                0                0
3dbc2e946cfac21f stream      0      0 3dbc2e946ed8e6a7                0                0                0 /var/run/pppconfd
3dbc2e946cfac607 stream      0      0 3dbc2e946e87a81f                0                0                0 /private/var/run/cupsd
3dbc2e946cfad1bf stream      0      0 3dbc2e946e8792c7                0                0                0 /var/run/usbmuxd
3dbc2e946cfad0f7 stream      0      0 3dbc2e946e86bb7f                0                0                0 /var/run/systemkeychaincheck.socket
3dbc2e946cfad02f stream      0      0 3dbc2e946e85c0d7                0                0                0 /var/run/portmap.socket
3dbc2e946cfacf67 stream      0      0 3dbc2e946e854727                0                0                0 /var/run/vpncontrol.sock
3dbc2e946cfac6cf stream      0      0 3dbc2e946e84ac77                0                0                0 /var/rpc/ncalrpc/NETLOGON
3dbc2e946cfac797 stream      0      0 3dbc2e946e849a0f                0                0                0 /var/rpc/ncacn_np/wkssvc
3dbc2e946cface9f stream      0      0 3dbc2e946e849cf7                0                0                0 /var/rpc/ncalrpc/wkssvc
3dbc2e946cfac85f stream      0      0 3dbc2e946e84a897                0                0                0 /var/rpc/ncacn_np/srvsvc
3dbc2e946cfacdd7 stream      0      0 3dbc2e946e84a0d7                0                0                0 /var/rpc/ncalrpc/srvsvc
3dbc2e946cfacd0f stream      0      0 3dbc2e946e84a79f                0                0                0 /var/rpc/ncacn_np/mdssvc
3dbc2e946cfacc47 stream      0      0 3dbc2e946e84a6a7                0                0                0 /var/rpc/ncacn_np/lsarpc
3dbc2e946cfacb7f stream      0      0 3dbc2e946e84a2c7                0                0                0 /var/rpc/ncalrpc/lsarpc
3dbc2e946cfacab7 stream      0      0 3dbc2e946e83af5f                0                0                0 /var/run/mDNSResponder
3dbc2e94737c18bf dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e94737c2ab7
3dbc2e94737c2ab7 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfab40f
3dbc2e946cfab40f dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947052bfcf
3dbc2e947052bfcf dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947a9f00f7
3dbc2e947a9f00f7 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947052bb1f
3dbc2e947052bb1f dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e94705298bf
3dbc2e94705298bf dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947a9ee7f7
3dbc2e947a9f0e3f dgram       0      0                0 3dbc2e947a9f0287 3dbc2e947a9f0287                0
3dbc2e947a9f0287 dgram       0      0                0 3dbc2e947a9f0e3f 3dbc2e947a9f0e3f                0
3dbc2e947a9ee7f7 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947a9ee347
3dbc2e947a9ee347 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947052c097
3dbc2e947052c097 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947a9efe9f
3dbc2e947a9efe9f dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e9470529bdf
3dbc2e9470529bdf dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947052bcaf
3dbc2e947052bcaf dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947052bd77
3dbc2e947052bd77 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947052bbe7
3dbc2e947052bbe7 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947052ae9f
3dbc2e947052ba57 dgram       0      0                0 3dbc2e947052b98f 3dbc2e947052b98f                0
3dbc2e947052b98f dgram       0      0                0 3dbc2e947052ba57 3dbc2e947052ba57                0
3dbc2e947052ae9f dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947052b0f7
3dbc2e947052b0f7 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfad4df
3dbc2e946cfad4df dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfad98f
3dbc2e946cfad98f dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfae097
3dbc2e946cfae097 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947a9ee8bf
3dbc2e947a9f1097 dgram       0      0                0 3dbc2e947a9f1227 3dbc2e947a9f1227                0
3dbc2e947a9f1227 dgram       0      0                0 3dbc2e947a9f1097 3dbc2e947a9f1097                0
3dbc2e947a9ee8bf dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947a9ee4d7
3dbc2e947a9ee667 dgram       0      0                0 3dbc2e947a9f115f 3dbc2e947a9f115f                0
3dbc2e947a9f115f dgram       0      0                0 3dbc2e947a9ee667 3dbc2e947a9ee667                0
3dbc2e947a9ee4d7 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947a9f01bf
3dbc2e947a9ef85f dgram       0      0                0 3dbc2e947a9ef53f 3dbc2e947a9ef53f                0
3dbc2e947a9ef53f dgram       0      0                0 3dbc2e947a9ef85f 3dbc2e947a9ef85f                0
3dbc2e947a9f01bf dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947a9f05a7
3dbc2e947a9f05a7 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e947a9efdd7
3dbc2e947a9ef3af dgram       0      0                0 3dbc2e947a9f0caf 3dbc2e947a9f0caf                0
3dbc2e947a9f0caf dgram       0      0                0 3dbc2e947a9ef3af 3dbc2e947a9ef3af                0
3dbc2e947a9f04df dgram       0      0                0 3dbc2e947a9efb7f 3dbc2e947a9efb7f                0
3dbc2e947a9efb7f dgram       0      0                0 3dbc2e947a9f04df 3dbc2e947a9f04df                0
3dbc2e947a9efc47 dgram       0      0                0 3dbc2e947a9efd0f 3dbc2e947a9efd0f                0
3dbc2e947a9efd0f dgram       0      0                0 3dbc2e947a9efc47 3dbc2e947a9efc47                0
3dbc2e947a9f066f dgram       0      0                0 3dbc2e947a9efab7 3dbc2e947a9efab7                0
3dbc2e947a9efab7 dgram       0      0                0 3dbc2e947a9f066f 3dbc2e947a9f066f                0
3dbc2e947a9efdd7 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfadf07
3dbc2e946cfadf07 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfaba4f
3dbc2e946cfaba4f dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfab8bf
3dbc2e946cfab8bf dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfadbe7
3dbc2e946cfadbe7 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfad5a7
3dbc2e946cfad5a7 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfad737
3dbc2e946cfabd6f dgram       0      0                0 3dbc2e946cfada57 3dbc2e946cfada57                0
3dbc2e946cfada57 dgram       0      0                0 3dbc2e946cfabd6f 3dbc2e946cfabd6f                0
3dbc2e946cfad737 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfad417
3dbc2e946cfac08f dgram       0      0                0 3dbc2e946cfac157 3dbc2e946cfac157                0
3dbc2e946cfac157 dgram       0      0                0 3dbc2e946cfac08f 3dbc2e946cfac08f                0
3dbc2e946cfac2e7 dgram       0      0                0 3dbc2e946cfac3af 3dbc2e946cfac3af                0
3dbc2e946cfac3af dgram       0      0                0 3dbc2e946cfac2e7 3dbc2e946cfac2e7                0
3dbc2e946cfad417 dgram       0      0                0 3dbc2e946cfac9ef                0 3dbc2e946cfac927
3dbc2e946cfad34f dgram       0      0                0 3dbc2e946cfad287 3dbc2e946cfad287                0
3dbc2e946cfad287 dgram       0      0                0 3dbc2e946cfad34f 3dbc2e946cfad34f                0
3dbc2e946cfac927 dgram       0      0                0 3dbc2e946cfac9ef                0                0
3dbc2e946cfac9ef dgram       0      0 3dbc2e946cf9b3bf                0 3dbc2e94737c18bf                0 /private//var/run/syslog
Registered kernel control modules
kctlref          id       unit     flags    pcbcount rcvbuf   sndbuf   name 
           10001        1       -1        9        0   131072   131072 com.apple.flow-divert 
           20002        2       -1        1        1    16384     2048 com.apple.nke.sockwall 
           30003        3       -1        9        0   524288   524288 com.apple.content-filter 
           40004        4       -1        9        0     8192     2048 com.apple.packet-mangler 
           50005        5       -1        1        3    65536    65536 com.apple.net.necp_control 
           60006        6       -1        1       10    65536    65536 com.apple.net.netagent 
           70007        7       -1        9        1   524288   524288 com.apple.net.utun_control 
           80008        8       -1        1        0    65536    65536 com.apple.net.ipsec_control 
           90009        9       -1        0       23     8192     2048 com.apple.netsrc 
           a000a        a       -1       18        5     8192     2048 com.apple.network.statistics 
           b000b        b       -1        5        0     8192     2048 com.apple.network.tcp_ccdebug 
           c000c        c       -1        1        1     8192     2048 com.apple.network.advisory 
           d000d        d       -1        8        0     8192     2048 com.apple.userspace_ethernet 
Active kernel event sockets
             pcb Proto Recv-Q Send-Q vendor  class subclarhiwat shiwat    pid   epid
3dbc2e94781ead1f kevt       0      0      1      1     10 32768   4096   1835      0
3dbc2e94781eace7 kevt       0      0   1001      5     11 32768   4096   1835      0
3dbc2e94781ead57 kevt       0      0      1      6      1 32768   4096     87      0
3dbc2e94781ea8f7 kevt       0      0      1      1      2 32768   4096     87      0
3dbc2e94781ea92f kevt       0      0      1      6      1 32768   4096     72      0
3dbc2e94781ea967 kevt       0      0      1      6      1 32768   4096    489      0
3dbc2e94781ea99f kevt       0      0      1      1     11 32768   4096    427      0
3dbc2e94781ea9d7 kevt       0      0      1      6      1 32768   4096    422      0
3dbc2e94781eaa0f kevt       0      0      1      6      1 32768   4096     76      0
3dbc2e94781eacaf kevt       0      0      1      6      1 32768   4096     44      0
3dbc2e94781eac77 kevt       0      0      1      6      1 32768   4096     44      0
3dbc2e94781eaa7f kevt       0      0      1      6      1 32768   4096     44      0
3dbc2e94781eaab7 kevt       0      0      1      6      1 32768   4096     44      0
3dbc2e94781eac3f kevt       0      0      1      1      7 32768   4096    172      0
3dbc2e94781eaaef kevt       0      0      1      1      1 32768   4096    172      0
3dbc2e94781eab27 kevt       0      0      1      6      1 32768   4096     44      0
3dbc2e94781eab5f kevt       0      0      1      6      1 32768   4096     33      0
3dbc2e94781eab97 kevt       0      0      1      1      2 32768   4096     44      0
3dbc2e94781eabcf kevt       0      0      1      1      2 32768   4096    123      0
3dbc2e94781eac07 kevt       0      0      1      1      0 32768   4096     33      0
Active kernel control sockets
             pcb Proto Recv-Q Send-Q rhiwat shiwat    pid   epid   unit     id name
3dbc2e9473bca287 kctl       0      0  16384   2048   1835      0      1      2 com.apple.nke.sockwall
3dbc2e9470e6a087 kctl       0      0  65536  65536     33      0      1      5 com.apple.net.necp_control
3dbc2e9479a44707 kctl       0      0  65536  65536    163      0      2      5 com.apple.net.necp_control
